name,release_date,manufacturer,code_name,model_range,frequency,tdp,cores,total_die_size,total_die_size_source,source,process_size,die_size,io_die_size,io_process_size,transistors,foundry
AMD EPYC 9254,"Nov 10th, 2022",AMD,Genoa,EPYC,2.9 GHz,200.0,24.0,685.0,io_die_size (397 mm²) + die_size (4x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9254.c2920,5.0,4x 72 mm²,397 mm²,6 nm,"26,280 million",TSMC
AMD EPYC 9274F,"Nov 10th, 2022",AMD,Genoa,EPYC,4.05 GHz,320.0,24.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9274f.c2921,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9334,"Nov 10th, 2022",AMD,Genoa,EPYC,2.7 GHz,210.0,32.0,685.0,io_die_size (397 mm²) + die_size (4x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9334.c2922,5.0,4x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9354,"Nov 10th, 2022",AMD,Genoa,EPYC,3.25 GHz,280.0,32.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9354.c2923,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9354P,"Nov 10th, 2022",AMD,Genoa,EPYC,3.25 GHz,280.0,32.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9354p.c2924,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9374F,"Nov 10th, 2022",AMD,Genoa,EPYC,3.85 GHz,320.0,32.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9374f.c2925,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9454,"Nov 10th, 2022",AMD,Genoa,EPYC,2.75 GHz,290.0,48.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9454.c2926,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9454P,"Nov 10th, 2022",AMD,Genoa,EPYC,2.75 GHz,290.0,48.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9454p.c2927,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9474F,"Nov 10th, 2022",AMD,Genoa,EPYC,3.6 GHz,360.0,48.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9474f.c2928,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9534,"Nov 10th, 2022",AMD,Genoa,EPYC,2.45 GHz,280.0,64.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9534.c2929,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9554,"Nov 10th, 2022",AMD,Genoa,EPYC,3.1 GHz,360.0,64.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9554.c2930,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9554P,"Nov 10th, 2022",AMD,Genoa,EPYC,3.1 GHz,360.0,64.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9554p.c2931,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC 9634,"Nov 10th, 2022",AMD,Genoa,EPYC,2.25 GHz,290.0,84.0,1261.0,io_die_size (397 mm²) + die_size (12x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9634.c2932,5.0,12x 72 mm²,397 mm²,6 nm,"78,840 million",TSMC
AMD EPYC 9654,"Nov 10th, 2022",AMD,Genoa,EPYC,2.4 GHz,360.0,96.0,1261.0,io_die_size (397 mm²) + die_size (12x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9654.c2933,5.0,12x 72 mm²,397 mm²,6 nm,"78,840 million",TSMC
AMD EPYC 9654P,"Nov 10th, 2022",AMD,Genoa,EPYC,2.4 GHz,360.0,96.0,1261.0,io_die_size (397 mm²) + die_size (12x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-9654p.c2934,5.0,12x 72 mm²,397 mm²,6 nm,"78,840 million",TSMC
AMD EPYC Embedded 3101,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,2.1 GHz,35.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3101.c3199,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3151,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,2.7 GHz,45.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3151.c3200,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3201,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,1500 MHz,30.0,8.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3201.c3201,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3251,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,2.5 GHz,55.0,8.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3251.c2009,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3255,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,2.5 GHz,55.0,8.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3255.c3202,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3351,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,1900 MHz,80.0,12.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3351.c3203,14.0,2x 213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 3451,"Feb 21st, 2018",AMD,Snowy Owl,EPYC Embedded,2.15 GHz,100.0,16.0,426.0,io_die_size () + die_size (2x 213 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-3451.c3204,14.0,2x 213 mm²,,,"4,800 million",GlobalFoundries
AMD EPYC Embedded 9124,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,3 GHz,200.0,16.0,685.0,io_die_size (397 mm²) + die_size (4x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9124.c3194,5.0,4x 72 mm²,397 mm²,6 nm,"26,280 million",TSMC
AMD EPYC Embedded 9254,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,2.9 GHz,200.0,24.0,685.0,io_die_size (397 mm²) + die_size (4x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9254.c3193,5.0,4x 72 mm²,397 mm²,6 nm,"26,280 million",TSMC
AMD EPYC Embedded 9354,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,3.25 GHz,280.0,32.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9354.c3192,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9354P,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,3.25 GHz,280.0,32.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9354p.c3195,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9454,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,2.75 GHz,290.0,48.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9454.c3191,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9454P,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,2.75 GHz,290.0,48.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9454p.c3196,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9554,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,3.1 GHz,360.0,64.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9554.c3190,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9554P,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,3.1 GHz,360.0,64.0,973.0,io_die_size (397 mm²) + die_size (8x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9554p.c3197,5.0,8x 72 mm²,397 mm²,6 nm,"52,560 million",TSMC
AMD EPYC Embedded 9654,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,2.4 GHz,360.0,96.0,1261.0,io_die_size (397 mm²) + die_size (12x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9654.c3189,5.0,12x 72 mm²,397 mm²,6 nm,"78,840 million",TSMC
AMD EPYC Embedded 9654P,"Mar 14th, 2023",AMD,Genoa,EPYC Embedded,2.4 GHz,360.0,96.0,1261.0,io_die_size (397 mm²) + die_size (12x 72 mm²),https://www.techpowerup.com/cpu-specs/epyc-embedded-9654p.c3198,5.0,12x 72 mm²,397 mm²,6 nm,"78,840 million",TSMC
AMD PRO A10-9700,"Jul 27th, 2017",AMD,Bristol Ridge,PRO A10,3.5 GHz,65.0,4.0,250.0,io_die_size () + die_size (250 mm²),https://www.techpowerup.com/cpu-specs/pro-a10-9700.c2795,28.0,250 mm²,,,"3,100 million",GlobalFoundries
AMD PRO A12-9800E,"Jul 27th, 2017",AMD,Bristol Ridge,PRO A12,3.1 GHz,35.0,4.0,250.0,io_die_size () + die_size (250 mm²),https://www.techpowerup.com/cpu-specs/pro-a12-9800e.c2612,28.0,250 mm²,,,"3,100 million",GlobalFoundries
AMD PRO A6-8570,Oct 2018,AMD,Carrizo,PRO A6,3.5 GHz,65.0,2.0,250.0,io_die_size () + die_size (250 mm²),https://www.techpowerup.com/cpu-specs/pro-a6-8570.c2620,28.0,250 mm²,,,"3,100 million",GlobalFoundries
AMD PRO A6-8570E,Oct 2018,AMD,Carrizo,PRO A6,3 GHz,65.0,2.0,250.0,io_die_size () + die_size (250 mm²),https://www.techpowerup.com/cpu-specs/pro-a6-8570e.c2621,28.0,250 mm²,,,"3,100 million",GlobalFoundries
AMD Ryzen 3 1200,"Jul 27th, 2017",AMD,Summit Ridge,Ryzen 3,3.1 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-1200.c1899,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 3 1300X,"Jul 27th, 2017",AMD,Summit Ridge,Ryzen 3,3.4 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-1300x.c1898,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 3 2200G,"Feb 12th, 2018",AMD,Raven Ridge,Ryzen 3,3.5 GHz,65.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-2200g.c1978,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen 3 2200GE,"Apr 19th, 2018",AMD,Raven Ridge,Ryzen 3,3.2 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-2200ge.c2938,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen 3 2200U,"Jan 8th, 2018",AMD,Raven Ridge,Ryzen 3,2.5 GHz,15.0,2.0,246.0,io_die_size () + die_size (246 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-2200u.c1983,14.0,246 mm²,,,,GlobalFoundries
AMD Ryzen 3 2300U,"Jan 8th, 2018",AMD,Raven Ridge,Ryzen 3,2000 MHz,15.0,4.0,246.0,io_die_size () + die_size (246 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-2300u.c1977,14.0,246 mm²,,,,GlobalFoundries
AMD Ryzen 3 2300X,"Sep 10th, 2018",AMD,Pinnacle Ridge,Ryzen 3,3.5 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-2300x.c2080,12.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 3 3100,"Apr 24th, 2020",AMD,Matisse,Ryzen 3,3.6 GHz,65.0,4.0,198.0,io_die_size (124 mm²) + die_size (74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3100.c2298,7.0,74 mm²,124 mm²,12 nm,"3,800 million",TSMC
AMD Ryzen 3 3200G,"Jul 7th, 2019",AMD,Picasso,Ryzen 3,3.6 GHz,65.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3200g.c2205,12.0,210 mm²,,,49 million,GlobalFoundries
AMD Ryzen 3 3200GE,"Jul 7th, 2019",AMD,Picasso,Ryzen 3,3.3 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3200ge.c2793,12.0,210 mm²,,,49 million,GlobalFoundries
AMD Ryzen 3 3200U,"Jan 6th, 2019",AMD,Raven Ridge,Ryzen 3,2.6 GHz,15.0,2.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3200u.c2136,14.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 3 3250U,"Jan 6th, 2020",AMD,Raven Ridge,Ryzen 3,2.6 GHz,15.0,2.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3250u.c2287,14.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 3 3300U,"Jan 6th, 2019",AMD,Picasso,Ryzen 3,2.1 GHz,15.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3300u.c2137,12.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 3 3300X,"Apr 24th, 2020",AMD,Matisse,Ryzen 3,3.8 GHz,65.0,4.0,198.0,io_die_size (124 mm²) + die_size (74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-3300x.c2297,7.0,74 mm²,124 mm²,12 nm,"3,800 million",TSMC
AMD Ryzen 3 4100,"Apr 4th, 2022",AMD,Renoir,Ryzen 3,3.8 GHz,65.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-4100.c2757,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 4300G,"Jul 21st, 2020",AMD,Renoir,Ryzen 3,3.8 GHz,65.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-4300g.c2320,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 4300GE,"Jul 21st, 2020",AMD,Renoir,Ryzen 3,3.5 GHz,35.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-4300ge.c2323,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 4300U,"Jan 6th, 2020",AMD,Renoir,Ryzen 3,2.7 GHz,25.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-4300u.c2286,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 5125C,"May 5th, 2022",AMD,Cezanne-U,Ryzen 3,3 GHz,15.0,2.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5125c.c2785,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 5300G,"Apr 13th, 2021",AMD,Cezanne,Ryzen 3,4 GHz,65.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5300g.c2473,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 5300U,"Jan 12th, 2021",AMD,Lucienne,Ryzen 3,2.6 GHz,15.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5300u.c2745,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 5400U,"Jan 12th, 2021",AMD,Cezanne-U,Ryzen 3,2.6 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5400u.c2748,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 5425C,"May 5th, 2022",AMD,Cezanne-U,Ryzen 3,2.7 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5425c.c2784,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 5425U,"Jan 6th, 2022",AMD,Barcelo,Ryzen 3,2.7 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-5425u.c2519,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 7320U,"Sep 20th, 2022",AMD,Mendocino,Ryzen 3,2.4 GHz,15.0,4.0,100.0,io_die_size () + die_size (100 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-7320u.c3045,6.0,100 mm²,,,,TSMC
AMD Ryzen 3 7330U,"Jan 4th, 2023",AMD,Barcelo-R,Ryzen 3,2.3 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-7330u.c3035,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 7335U,"Jan 4th, 2023",AMD,Rembrandt-R,Ryzen 3,3 GHz,28.0,4.0,208.0,io_die_size () + die_size (208 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-7335u.c3038,6.0,208 mm²,,,,TSMC
AMD Ryzen 3 PRO 1200,"Jun 29th, 2017",AMD,Summit Ridge,Ryzen 3 PRO,3.1 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-1200.c1919,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 3 PRO 1300,"Jun 29th, 2017",AMD,Summit Ridge,Ryzen 3 PRO,3.5 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-1300.c1918,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 3 PRO 2200GE,"May 10th, 2018",AMD,Raven Ridge,Ryzen 3 PRO,3.2 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-2200ge.c2937,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen 3 PRO 2300U,"Jan 8th, 2019",AMD,Raven Ridge,Ryzen 3 PRO,2000 MHz,15.0,4.0,246.0,io_die_size () + die_size (246 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-2300u.c2002,14.0,246 mm²,,,,GlobalFoundries
AMD Ryzen 3 PRO 3200GE,"Sep 30th, 2019",AMD,Picasso,Ryzen 3 PRO,3.3 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-3200ge.c2939,12.0,210 mm²,,,49 million,GlobalFoundries
AMD Ryzen 3 PRO 3300U,"Apr 8th, 2019",AMD,Picasso,Ryzen 3 PRO,2.1 GHz,15.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-3300u.c2175,12.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 3 PRO 4350G,"Jul 21st, 2020",AMD,Renoir,Ryzen 3 PRO,3.8 GHz,65.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4350g.c2326,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 PRO 4350GE,"Jul 21st, 2020",AMD,Renoir,Ryzen 3 PRO,3.5 GHz,35.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4350ge.c2329,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 PRO 4450U,"May 7th, 2020",AMD,Renoir,Ryzen 3 PRO,2.4 GHz,15.0,4.0,156.0,io_die_size () + die_size (156 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-4450u.c2503,7.0,156 mm²,,,"9,800 million",TSMC
AMD Ryzen 3 PRO 5350G,"Jun 1st, 2021",AMD,Cezanne,Ryzen 3 PRO,4 GHz,65.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5350g.c2705,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 PRO 5350GE,"Jun 1st, 2021",AMD,Cezanne,Ryzen 3 PRO,3.6 GHz,35.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5350ge.c2706,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 PRO 5450U,"Mar 16th, 2021",AMD,Cezanne-U,Ryzen 3 PRO,2.6 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5450u.c2772,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 3 PRO 5475U,"Apr 19th, 2022",AMD,Cezanne-U,Ryzen 3 PRO,2.7 GHz,15.0,4.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/ryzen-3-pro-5475u.c2775,7.0,180 mm²,,,"10,700 million",TSMC
AMD Ryzen 5 1400,"Apr 11th, 2017",AMD,Summit Ridge,Ryzen 5,3.2 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-1400.c1896,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 1500X,"Apr 11th, 2017",AMD,Summit Ridge,Ryzen 5,3.5 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-1500x.c1895,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 1600,"Apr 11th, 2017",AMD,Summit Ridge,Ryzen 5,3.2 GHz,65.0,6.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-1600.c1900,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 1600AF,"Oct 11th, 2019",AMD,Pinnacle Ridge,Ryzen 5,3.2 GHz,65.0,6.0,192.0,io_die_size () + die_size (192 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-1600af.c2652,12.0,192 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 1600X,"Apr 11th, 2017",AMD,Summit Ridge,Ryzen 5,3.6 GHz,95.0,6.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-1600x.c1894,14.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 2400G,"Feb 12th, 2018",AMD,Raven Ridge,Ryzen 5,3.6 GHz,65.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2400g.c1976,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen 5 2400GE,"Apr 19th, 2018",AMD,Raven Ridge,Ryzen 5,3.2 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2400ge.c2936,14.0,210 mm²,,,"4,950 million",GlobalFoundries
AMD Ryzen 5 2500U,"Oct 26th, 2017",AMD,Raven Ridge,Ryzen 5,2000 MHz,15.0,4.0,246.0,io_die_size () + die_size (246 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2500u.c1971,14.0,246 mm²,,,,GlobalFoundries
AMD Ryzen 5 2500X,"Sep 10th, 2018",AMD,Pinnacle Ridge,Ryzen 5,3.6 GHz,65.0,4.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2500x.c2100,12.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 2600,"Apr 19th, 2018",AMD,Pinnacle Ridge,Ryzen 5,3.4 GHz,65.0,6.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2600.c2015,12.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 2600E,"Sep 19th, 2018",AMD,Pinnacle Ridge,Ryzen 5,3.1 GHz,65.0,6.0,192.0,io_die_size () + die_size (192 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2600e.c2108,12.0,192 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 2600H,"May 30th, 2018",AMD,Raven Ridge,Ryzen 5,3.3 GHz,15.0,4.0,246.0,io_die_size () + die_size (246 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2600h.c2077,14.0,246 mm²,,,,GlobalFoundries
AMD Ryzen 5 2600X,"Apr 19th, 2018",AMD,Pinnacle Ridge,Ryzen 5,3.6 GHz,95.0,6.0,213.0,io_die_size () + die_size (213 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-2600x.c2014,12.0,213 mm²,,,"4,800 million",GlobalFoundries
AMD Ryzen 5 3400G,"Jul 7th, 2019",AMD,Picasso,Ryzen 5,3.7 GHz,65.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-3400g.c2204,12.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 5 3400GE,"Jul 7th, 2019",AMD,Picasso,Ryzen 5,3.3 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-3400ge.c2941,12.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 5 3500U,"Jan 6th, 2019",AMD,Picasso,Ryzen 5,2.1 GHz,15.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-3500u.c2138,12.0,210 mm²,,,"4,940 million",GlobalFoundries
AMD Ryzen 5 3500X,"Sep 24th, 2019",AMD,Matisse,Ryzen 5,3.6 GHz,65.0,6.0,198.0,io_die_size (124 mm²) + die_size (74 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-3500x.c2264,7.0,74 mm²,124 mm²,12 nm,"3,800 million",TSMC
AMD Ryzen 5 3550H,"Jan 6th, 2019",AMD,Picasso,Ryzen 5,2.1 GHz,35.0,4.0,210.0,io_die_size () + die_size (210 mm²),https://www.techpowerup.com/cpu-specs/ryzen-5-3550h.c2139,12.0,210 mm²,,,"4,940 million",GlobalFoundries
