Name,API Name,Instance Memory,vCPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
M176bds v3,M176bds v3,1536 GiB,176,400 GiB,€17.9468 hourly,€12.2038 hourly,€10.5889 hourly,€3.3435 hourly,€24.889 hourly,€19.1426 hourly,€17.5276 hourly,€4.6368 hourly
M176bs v3,M176bs v3,1536 GiB,176,0 GiB,€17.0897 hourly,€11.621 hourly,€10.0846 hourly,€3.1582 hourly,unavailable,unavailable,unavailable,€4.0436 hourly
M176ds 3 v3,M176ds3 v3,2794 GiB,176,400 GiB,€22.7978 hourly,€15.7282 hourly,€13.2592 hourly,€4.2472 hourly,€29.7314 hourly,€22.6669 hourly,€20.1979 hourly,€5.539 hourly
M176ds 4 v3,M176ds4 v3,3892 GiB,176,400 GiB,€31.754 hourly,€21.9071 hourly,€18.4681 hourly,€5.9158 hourly,€41.4731 hourly,€28.8459 hourly,€25.4069 hourly,€7.7264 hourly
M176s 3 v3,M176s3 v3,2794 GiB,176,0 GiB,€21.4522 hourly,€14.7999 hourly,€12.4766 hourly,€3.9644 hourly,€28.3944 hourly,€21.7386 hourly,€19.4153 hourly,€5.2473 hourly
M176s 4 v3,M176s4 v3,3892 GiB,176,0 GiB,€29.8856 hourly,€20.6181 hourly,€17.3815 hourly,€5.5229 hourly,€39.6047 hourly,€27.5568 hourly,€24.3202 hourly,€7.3189 hourly
M192idms v2,M192idms v2,4096 GiB,192,4096 GiB,€38.4725 hourly,€26.5422 hourly,€22.3758 hourly,€7.1097 hourly,€46.042 hourly,€34.1117 hourly,€29.9453 hourly,€8.5086 hourly
M192ids v2,M192ids v2,2048 GiB,192,4096 GiB,€19.2367 hourly,€13.2714 hourly,€11.1878 hourly,€3.5549 hourly,€26.8054 hourly,€20.8409 hourly,€18.7574 hourly,€4.9536 hourly
M192ims v2,M192ims v2,4096 GiB,192,0 GiB,€37.9677 hourly,€26.1939 hourly,€22.0821 hourly,€7.0164 hourly,€45.5372 hourly,€33.7635 hourly,€29.6516 hourly,€8.4153 hourly
M192is v2,M192is v2,2048 GiB,192,0 GiB,€18.7319 hourly,€12.9231 hourly,€10.8942 hourly,€3.4617 hourly,€26.3014 hourly,€20.4927 hourly,€18.4638 hourly,€4.8605 hourly
M208ms v2,M208ms v2,5700 GiB,208,4096 GiB,€45.8903 hourly,€31.6598 hourly,€26.6894 hourly,€8.4805 hourly,€54.0907 hourly,€39.8601 hourly,€34.8897 hourly,€9.996 hourly
M208s v2,M208s v2,2850 GiB,208,4096 GiB,€22.9452 hourly,€15.8299 hourly,€13.3447 hourly,€4.2403 hourly,€31.1455 hourly,€24.0302 hourly,€21.545 hourly,€5.7557 hourly
M24ds v3,M24ds v3,480 GiB,24,400 GiB,€3.9168 hourly,€2.7022 hourly,€2.278 hourly,€0.7297 hourly,€4.8595 hourly,€3.6484 hourly,€3.2241 hourly,€0.9053 hourly
M24s v3,M24s v3,480 GiB,24,0 GiB,€3.6854 hourly,€2.5425 hourly,€2.1434 hourly,€0.6811 hourly,€4.6281 hourly,€3.4887 hourly,€3.0896 hourly,€0.8553 hourly
M32-8ms,M32-8ms,875 GiB,32,1024 GiB,€7.3745 hourly,€5.0877 hourly,€4.2409 hourly,€1.3628 hourly,€9.3299 hourly,€6.3492 hourly,€5.5025 hourly,€1.7242 hourly
M32bds v3,M32bds v3,256 GiB,32,400 GiB,€3.2654 hourly,€2.2205 hourly,€1.9251 hourly,€0.6083 hourly,€4.5253 hourly,€3.4821 hourly,€3.1866 hourly,€0.8431 hourly
M32bs v3,M32bs v3,256 GiB,32,0 GiB,€3.1111 hourly,€2.1156 hourly,€1.8334 hourly,€0.5749 hourly,€4.371 hourly,€3.3772 hourly,€3.095 hourly,€0.8078 hourly
M32dms v2,M32dms v2,875 GiB,32,1024 GiB,€7.3741 hourly,€5.0874 hourly,€4.289 hourly,€1.3627 hourly,€8.6357 hourly,€6.349 hourly,€5.5506 hourly,€1.5959 hourly
M32ls,M32ls,256 GiB,32,1024 GiB,€2.9548 hourly,€2.0385 hourly,€1.6992 hourly,€0.546 hourly,€4.2073 hourly,€3.3001 hourly,€2.9608 hourly,€0.7775 hourly
M32ms,M32ms,875 GiB,32,1024 GiB,€7.3745 hourly,€5.0877 hourly,€4.2409 hourly,€1.3628 hourly,€9.3299 hourly,€6.3492 hourly,€5.5025 hourly,€1.7242 hourly
M32ms v2,M32ms v2,875 GiB,32,0 GiB,€7.2481 hourly,€5.0005 hourly,€4.2155 hourly,€1.3395 hourly,€8.5097 hourly,€6.2621 hourly,€5.4771 hourly,€1.5726 hourly
M32ts,M32ts,192 GiB,32,1024 GiB,€2.7837 hourly,€1.9205 hourly,€1.6011 hourly,€0.5144 hourly,€4.0453 hourly,€3.1821 hourly,€2.8627 hourly,€0.7476 hourly
M416ds 6 v3,M416ds6 v3,5700 GiB,416,400 GiB,€66.3552 hourly,€45.7784 hourly,€38.5922 hourly,€12.2624 hourly,€82.7558 hourly,€62.1791 hourly,€54.9929 hourly,€15.2933 hourly
M416ds 8 v3,M416ds8 v3,7600 GiB,416,400 GiB,€88.4735 hourly,€61.0379 hourly,€51.4562 hourly,€16.3499 hourly,€104.8742 hourly,€77.4386 hourly,€67.8569 hourly,€19.3808 hourly
M416ms v2,M416ms v2,11400 GiB,416,8192 GiB,€101.9728 hourly,€70.3511 hourly,€59.3063 hourly,€18.8446 hourly,€118.3684 hourly,€86.7517 hourly,€75.707 hourly,€21.8745 hourly
M416s 6 v3,M416s6 v3,5700 GiB,416,0 GiB,€63.1954 hourly,€43.5985 hourly,€36.7544 hourly,€11.7733 hourly,€79.5961 hourly,€59.9992 hourly,€53.1551 hourly,€14.8287 hourly
M416s 8 v2,M416s_8_v2,7600 GiB,416,4096 GiB,€68.3504 hourly,€47.155 hourly,€39.7504 hourly,€12.6312 hourly,€84.7545 hourly,€63.5556 hourly,€56.1511 hourly,€15.6626 hourly
M416s 8 v3,M416s8 v3,7600 GiB,416,0 GiB,€84.2605 hourly,€58.1313 hourly,€49.0059 hourly,€15.6977 hourly,€100.6612 hourly,€74.532 hourly,€65.4066 hourly,€18.7532 hourly
M416s v2,M416s v2,5700 GiB,416,8192 GiB,€50.9916 hourly,€35.1791 hourly,€29.6561 hourly,€9.4232 hourly,€67.3922 hourly,€51.5798 hourly,€46.0568 hourly,€12.4541 hourly
M48bds v3,M48bds v3,384 GiB,48,400 GiB,€4.8938 hourly,€3.3278 hourly,€2.888 hourly,€0.9117 hourly,€6.7879 hourly,€5.2202 hourly,€4.7804 hourly,€1.2646 hourly
M48bs v3,M48bs v3,384 GiB,48,0 GiB,€4.6624 hourly,€3.1704 hourly,€2.7504 hourly,€0.8616 hourly,€6.5565 hourly,€5.0628 hourly,€4.6428 hourly,€1.2116 hourly
M48ds 1 v3,M48ds1 v3,974 GiB,48,400 GiB,€7.9449 hourly,€5.4812 hourly,€4.6208 hourly,€1.4801 hourly,€9.839 hourly,€7.3736 hourly,€6.5132 hourly,€1.833 hourly
M48s 1 v3,M48s1 v3,974 GiB,48,0 GiB,€7.4821 hourly,€5.1619 hourly,€4.3516 hourly,€1.3827 hourly,€9.3762 hourly,€7.0543 hourly,€6.244 hourly,€1.7327 hourly
M624ds 12 v3,M624ds12 v3,11400 GiB,624,400 GiB,€132.7103 hourly,€91.5568 hourly,€77.1843 hourly,€24.5249 hourly,unavailable,€91.5568 hourly,€77.1843 hourly,unavailable
M624s 12 v3,M624s12 v3,11400 GiB,624,0 GiB,€126.3908 hourly,€87.197 hourly,€73.5089 hourly,€23.5466 hourly,unavailable,€87.197 hourly,€73.5089 hourly,unavailable
M64,M64,1024 GiB,64,7168 GiB,€8.0024 hourly,€5.5208 hourly,€4.5895 hourly,€1.4788 hourly,€16.315 hourly,€11.0803 hourly,€9.6368 hourly,€3.015 hourly
M64-32bds1 v3,M64-32bds1 v3,1397 GiB,64,3000 GiB,€25.6003 hourly,€17.4082 hourly,€15.1053 hourly,€4.7693 hourly,€28.1287 hourly,€19.9314 hourly,€17.6284 hourly,€5.2404 hourly
M64bds 1 v3,M64bds1 v3,1397 GiB,64,3000 GiB,€25.6003 hourly,€17.4082 hourly,€15.1053 hourly,€4.7693 hourly,unavailable,unavailable,unavailable,€5.2404 hourly
M64bds v3,M64bds v3,512 GiB,64,400 GiB,€6.5308 hourly,€4.4409 hourly,€3.8508 hourly,€1.2167 hourly,€9.0505 hourly,€6.9641 hourly,€6.374 hourly,€1.6861 hourly
M64bs v3,M64bs v3,512 GiB,64,0 GiB,€6.2137 hourly,€4.2253 hourly,€3.6674 hourly,€1.1483 hourly,unavailable,unavailable,unavailable,€1.6155 hourly
M64dms v2,M64dms v2,1792 GiB,64,2048 GiB,€12.4068 hourly,€8.5594 hourly,€7.2158 hourly,€2.2928 hourly,€14.93 hourly,€11.0826 hourly,€9.739 hourly,€2.7591 hourly
M64ds v2,M64ds v2,1024 GiB,64,2048 GiB,€8.0024 hourly,€5.5208 hourly,€4.6539 hourly,€1.4788 hourly,€10.5255 hourly,€8.044 hourly,€7.1771 hourly,€1.9451 hourly
M64ls,M64ls,512 GiB,64,2048 GiB,€5.5692 hourly,€3.8422 hourly,€3.2027 hourly,€1.0292 hourly,€8.0923 hourly,€6.3653 hourly,€5.7259 hourly,€1.4955 hourly
M64m,M64m,1792 GiB,64,7168 GiB,€12.4034 hourly,€8.5571 hourly,€7.1136 hourly,€2.2921 hourly,€16.315 hourly,€11.0803 hourly,€9.6368 hourly,€3.015 hourly
M64ms,M64ms,1792 GiB,64,2048 GiB,€12.4034 hourly,€8.5571 hourly,€7.1136 hourly,€2.2921 hourly,€16.315 hourly,€11.0803 hourly,€9.6368 hourly,€3.015 hourly
M64ms v2,M64ms v2,1792 GiB,64,0 GiB,€12.1539 hourly,€8.385 hourly,€7.069 hourly,€2.246 hourly,€14.6771 hourly,€10.9082 hourly,€9.5922 hourly,€2.7123 hourly
M64s,M64s,1024 GiB,64,2048 GiB,€8.0024 hourly,€5.5208 hourly,€4.5895 hourly,€1.4788 hourly,€10.5255 hourly,€8.044 hourly,€7.1127 hourly,€1.9451 hourly
M64s v2,M64s v2,1024 GiB,64,0 GiB,€7.7495 hourly,€5.3464 hourly,€4.5071 hourly,€1.4321 hourly,€10.2727 hourly,€7.8696 hourly,€7.0303 hourly,€1.8984 hourly
M8-4ms,M8-4ms,218.75 GiB,8,256 GiB,€1.8436 hourly,€1.2719 hourly,€1.0602 hourly,€0.3407 hourly,€2.3321 hourly,€1.5873 hourly,€1.3756 hourly,€0.431 hourly
M832ds 12 v3,M832ds12 v3,11400 GiB,832,400 GiB,€145.9813 hourly,€100.7125 hourly,€84.9027 hourly,€26.9774 hourly,unavailable,€100.7125 hourly,€84.9027 hourly,unavailable
M832ids 16 v3,M832ids16 v3,15200 GiB,832,400 GiB,€176.9471 hourly,€122.0758 hourly,€102.9124 hourly,€32.6998 hourly,unavailable,€122.0758 hourly,€102.9124 hourly,unavailable
M832is 16 v3,M832is16 v3,15200 GiB,832,0 GiB,€168.521 hourly,€116.2627 hourly,€98.0118 hourly,€31.3955 hourly,unavailable,€116.2627 hourly,€98.0118 hourly,unavailable
M832s 12 v3,M832s12 v3,11400 GiB,832,0 GiB,€139.0298 hourly,€95.9167 hourly,€80.8598 hourly,€25.9013 hourly,unavailable,€95.9167 hourly,€80.8598 hourly,unavailable
M896ixds32 v3,M896ixds32 v3,30400 GiB,896,4096 GiB,€422.0843 hourly,€291.1959 hourly,€245.4842 hourly,€78.0012 hourly,unavailable,€291.1959 hourly,€245.4842 hourly,unavailable
M8ms,M8ms,218.75 GiB,8,256 GiB,€1.8436 hourly,€1.2719 hourly,€1.0602 hourly,€0.3407 hourly,€2.3321 hourly,€1.5873 hourly,€1.3756 hourly,€0.431 hourly
M96-48bds2 v3,M96-48bds2 v3,1946 GiB,96,4500 GiB,€38.4048 hourly,€26.1153 hourly,€22.658 hourly,€7.1548 hourly,unavailable,unavailable,unavailable,unavailable
M96bds 2 v3,M96bds2 v3,1946 GiB,96,4500 GiB,€38.4048 hourly,€26.1153 hourly,€22.658 hourly,€7.1548 hourly,€42.1844 hourly,€29.90 hourly,€26.4427 hourly,€7.859 hourly
M96bds v3,M96bds v3,768 GiB,96,400 GiB,€9.7876 hourly,€6.6556 hourly,€5.7759 hourly,€1.8234 hourly,unavailable,unavailable,unavailable,€2.5292 hourly
M96bs v3,M96bs v3,768 GiB,96,0 GiB,€9.3248 hourly,€6.3409 hourly,€5.5008 hourly,€1.7232 hourly,unavailable,unavailable,unavailable,€2.4217 hourly
M96ds 1 v3,M96ds1 v3,974 GiB,96,400 GiB,€11.9131 hourly,€8.2189 hourly,€6.9287 hourly,€2.2194 hourly,€15.7013 hourly,€12.0036 hourly,€10.7134 hourly,€2.9252 hourly
M96ds 2 v3,M96ds2 v3,1946 GiB,96,400 GiB,€15.8813 hourly,€10.9565 hourly,€9.2366 hourly,€2.9587 hourly,€19.6609 hourly,€14.7413 hourly,€13.0213 hourly,€3.6628 hourly
M96s 1 v3,M96s1 v3,974 GiB,96,0 GiB,€11.2103 hourly,€7.734 hourly,€6.5199 hourly,€2.0717 hourly,€14.9985 hourly,€11.5188 hourly,€10.3047 hourly,€2.7717 hourly
M96s 2 v3,M96s2 v3,1946 GiB,96,0 GiB,€14.9471 hourly,€10.312 hourly,€8.6933 hourly,€2.7622 hourly,€18.7267 hourly,€14.0968 hourly,€12.478 hourly,€3.4607 hourly
NC12,NC12,112 GiB,12,680 GiB,€1.9995 hourly,€1.4127 hourly,unavailable,€0.3695 hourly,unavailable,unavailable,unavailable,unavailable
NC12s v2,NC12s v2,224 GiB,12,672 GiB,€4.5973 hourly,€3.8268 hourly,unavailable,€0.8496 hourly,unavailable,unavailable,unavailable,unavailable
NC12s v3,NC12s v3,224 GiB,12,672 GiB,€6.5531 hourly,€4.8034 hourly,unavailable,€1.211 hourly,€7.0262 hourly,€5.2765 hourly,unavailable,€1.2984 hourly
NC16ads A10 v4,NC16ads A10 v4,220 GiB,16,1460 GiB,€2.4512 hourly,€2.0404 hourly,€1.5197 hourly,€0.453 hourly,€3.082 hourly,€2.6712 hourly,€2.1505 hourly,€0.5696 hourly
NC16as T4 v3,NC16as T4 v3,110 GiB,16,360 GiB,€1.2899 hourly,€0.9447 hourly,€0.8256 hourly,€0.5227 hourly,€1.9207 hourly,€1.5755 hourly,€1.4564 hourly,€0.7846 hourly
NC24,NC24,224 GiB,24,1440 GiB,€3.999 hourly,€2.8253 hourly,unavailable,€0.739 hourly,€4.7558 hourly,€3.7715 hourly,unavailable,€0.8789 hourly
NC24ads A100 v4,NC24ads A100 v4,220 GiB,24,958 GiB,€4.0925 hourly,€3.4066 hourly,€2.6752 hourly,€1.558 hourly,€5.0386 hourly,€4.3528 hourly,€3.6214 hourly,€2.1706 hourly
NC24r,NC24r,224 GiB,24,1440 GiB,€4.3984 hourly,€3.1075 hourly,unavailable,€0.8128 hourly,unavailable,unavailable,unavailable,unavailable
NC24rs v2,NC24rs v2,448 GiB,24,1344 GiB,€10.1167 hourly,€8.4212 hourly,unavailable,€1.8696 hourly,unavailable,unavailable,unavailable,unavailable
NC24rs v3,NC24rs v3,448 GiB,24,1344 GiB,€14.4166 hourly,€10.5674 hourly,unavailable,€2.6642 hourly,€15.4579 hourly,€11.5135 hourly,unavailable,€2.8566 hourly
NC24s v2,NC24s v2,448 GiB,24,1344 GiB,€9.1945 hourly,€7.6535 hourly,unavailable,€1.6991 hourly,unavailable,unavailable,unavailable,unavailable
NC24s v3,NC24s v3,448 GiB,24,1344 GiB,€13.1061 hourly,€9.6068 hourly,unavailable,€2.422 hourly,€14.0523 hourly,€10.553 hourly,unavailable,€2.5969 hourly
NC32ads A10 v4,NC32ads A10 v4,440 GiB,32,2920 GiB,€4.9024 hourly,€4.0807 hourly,€3.0394 hourly,€0.906 hourly,€6.164 hourly,€5.3423 hourly,€4.301 hourly,€1.1391 hourly
NC40ads H100 v5,NC40ads H100 v5,320 GiB,40,3576 GiB,€7.7821 hourly,€6.4739 hourly,€5.8366 hourly,€7.0039 hourly,€9.3591 hourly,€8.0509 hourly,€7.4136 hourly,€8.4232 hourly
NC48ads A100 v4,NC48ads A100 v4,440 GiB,48,1916 GiB,€8.1849 hourly,€6.8131 hourly,€5.3504 hourly,€3.116 hourly,€10.0773 hourly,€8.7055 hourly,€7.2427 hourly,€4.3413 hourly
NC4as T4 v3,NC4as T4 v3,28 GiB,4,180 GiB,€0.5639 hourly,€0.413 hourly,€0.3606 hourly,€0.2285 hourly,€0.7216 hourly,€0.5707 hourly,€0.5183 hourly,€0.2948 hourly
NC6,NC6,56 GiB,6,340 GiB,€0.9993 hourly,€0.706 hourly,unavailable,€0.1847 hourly,unavailable,unavailable,unavailable,unavailable
NC64as T4 v3,NC64as T4 v3,440 GiB,64,2880 GiB,€4.6624 hourly,€3.4147 hourly,€2.984 hourly,€1.8892 hourly,€7.1856 hourly,€5.9379 hourly,€5.5071 hourly,€2.9353 hourly
NC6s v2,NC6s v2,112 GiB,6,336 GiB,€2.2986 hourly,€1.9134 hourly,unavailable,€0.4248 hourly,unavailable,unavailable,unavailable,unavailable
NC6s v3,NC6s v3,112 GiB,6,336 GiB,€3.2765 hourly,€2.4017 hourly,unavailable,€0.6055 hourly,€3.5131 hourly,€2.6382 hourly,unavailable,€0.6492 hourly
NC80adis H100 v5,NC80adis H100 v5,640 GiB,80,7152 GiB,€15.5642 hourly,€12.9478 hourly,€11.6731 hourly,€14.0078 hourly,€18.7182 hourly,€16.1018 hourly,€14.8271 hourly,€16.8463 hourly
NC8ads A10 v4,NC8ads A10 v4,110 GiB,8,730 GiB,€1.2256 hourly,€1.0202 hourly,€0.7599 hourly,€0.2265 hourly,€1.541 hourly,€1.3356 hourly,€1.0753 hourly,€0.2848 hourly
NC8as T4 v3,NC8as T4 v3,56 GiB,8,360 GiB,€0.8056 hourly,€0.5901 hourly,€0.5156 hourly,€0.3264 hourly,€1.121 hourly,€0.9054 hourly,€0.831 hourly,€0.4579 hourly
NC96ads A100 v4,NC96ads A100 v4,880 GiB,96,3832 GiB,€16.3698 hourly,€13.6262 hourly,€10.7007 hourly,€6.232 hourly,€20.1546 hourly,€17.411 hourly,€14.4855 hourly,€8.6826 hourly
NCC40ads H100 v5,NCC40ads H100 v5,320 GiB,40,3576 GiB,€7.6278 hourly,€6.3456 hourly,€5.7209 hourly,€2.00 hourly,€9.2048 hourly,€7.9226 hourly,€7.2979 hourly,€2.4135 hourly
ND12s,ND12s,224 GiB,12,672 GiB,€4.5964 hourly,€3.826 hourly,unavailable,€0.8494 hourly,unavailable,unavailable,unavailable,unavailable
ND24rs,ND24rs,448 GiB,24,1344 GiB,€10.1167 hourly,€8.4212 hourly,unavailable,€1.8696 hourly,unavailable,unavailable,unavailable,unavailable
ND24s,ND24s,448 GiB,24,1344 GiB,€9.1937 hourly,€7.6528 hourly,unavailable,€1.699 hourly,unavailable,unavailable,unavailable,unavailable
ND40rs v2,ND40rs v2,672 GiB,40,2900 GiB,€23.5914 hourly,€19.6375 hourly,€11.5597 hourly,€4.3597 hourly,€25.1684 hourly,€21.2145 hourly,€13.1367 hourly,€4.6511 hourly
ND6s,ND6s,112 GiB,6,336 GiB,€2.2986 hourly,€1.9134 hourly,unavailable,€0.4248 hourly,unavailable,unavailable,unavailable,unavailable
ND96amsr A100 v4,ND96amsr A100 v4,1900 GiB,96,6400 GiB,€35.1068 hourly,€30.2586 hourly,€22.4686 hourly,€9.1278 hourly,€38.8916 hourly,€34.0434 hourly,€26.2534 hourly,€10.1118 hourly
ND96asr A100 v4,ND96asr A100 v4,900 GiB,96,6500 GiB,€30.303 hourly,€25.203 hourly,€20.9787 hourly,€6.6667 hourly,€34.0878 hourly,€28.9878 hourly,€24.7634 hourly,€7.4993 hourly
ND96isr H100 v5,ND96isr H100 v5,1900 GiB,96,28000 GiB,€109.5458 hourly,unavailable,€70.1094 hourly,€23.2566 hourly,€113.3306 hourly,unavailable,€73.8941 hourly,€24.0601 hourly
ND96isr H200 v5,ND96isr H200 v5,1900 GiB,96,28000 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
NG16ads V620 v1,NG16ads V620 v1,32 GiB,16,512 GiB,€1.415 hourly,€1.0754 hourly,€0.9905 hourly,€0.2769 hourly,€2.0458 hourly,€1.7062 hourly,€1.6213 hourly,€0.4012 hourly
NG32adms V620 v1,NG32adms V620 v1,176 GiB,32,1024 GiB,€3.6794 hourly,€2.7963 hourly,€2.5753 hourly,€0.72 hourly,€4.9409 hourly,€4.0579 hourly,€3.8369 hourly,€0.9689 hourly
NG32ads V620 v1,NG32ads V620 v1,64 GiB,32,1024 GiB,€2.83 hourly,€2.1508 hourly,€1.981 hourly,€0.5538 hourly,€4.0916 hourly,€3.4124 hourly,€3.2426 hourly,€0.8024 hourly
NG8ads V620 v1,NG8ads V620 v1,16 GiB,8,256 GiB,€0.7079 hourly,€0.538 hourly,€0.4953 hourly,€0.1385 hourly,€1.0233 hourly,€0.8534 hourly,€0.8107 hourly,€0.2007 hourly
NM16ads MA35D,NM16ads MA35D,30 GiB,16,71 GiB,€2.1726 hourly,unavailable,€1.3905 hourly,€0.4015 hourly,€2.8034 hourly,unavailable,€2.0213 hourly,€0.5181 hourly
Standard NP10s,NP10s,168 GiB,10,700 GiB,€1.8384 hourly,€1.326 hourly,€1.1601 hourly,€0.3397 hourly,unavailable,unavailable,unavailable,unavailable
Standard NP20s,NP20s,336 GiB,20,1400 GiB,€3.6768 hourly,€2.6521 hourly,€2.32 hourly,€0.6795 hourly,unavailable,unavailable,unavailable,unavailable
Standard NP40s,NP40s,672 GiB,40,2800 GiB,€7.3536 hourly,€5.3041 hourly,€4.6401 hourly,€1.3589 hourly,unavailable,unavailable,unavailable,unavailable
NV12,NV12,112 GiB,12,680 GiB,€2.3398 hourly,€1.9476 hourly,unavailable,€0.4324 hourly,unavailable,unavailable,unavailable,unavailable
NV12ads A10 v5,NV12ads A10 v5,110 GiB,12,320 GiB,€1.0113 hourly,€0.8418 hourly,€0.6475 hourly,€0.2266 hourly,€1.4844 hourly,€1.3149 hourly,€1.1206 hourly,€0.3327 hourly
NV12ads V710 v5,NV12ads v710 v5,64 GiB,12,768 GiB,€1.1142 hourly,€0.9136 hourly,€0.8635 hourly,€0.2059 hourly,€1.5873 hourly,€1.3867 hourly,€1.3366 hourly,€0.2933 hourly
NV12s v3,NV12s v3,112 GiB,12,736 GiB,€1.2222 hourly,€0.955 hourly,unavailable,€0.2259 hourly,€1.6953 hourly,€1.4281 hourly,unavailable,€0.3133 hourly
Standard NV16as v4,NV16as v4,56 GiB,16,352 GiB,unavailable,unavailable,unavailable,unavailable,€1.6293 hourly,€1.4619 hourly,unavailable,€0.3011 hourly
NV18ads A10 v5,NV18ads A10 v5,220 GiB,18,720 GiB,€1.7827 hourly,€1.4839 hourly,€1.1409 hourly,€0.3995 hourly,€2.4923 hourly,€2.1935 hourly,€1.8505 hourly,€0.5585 hourly
NV24,NV24,224 GiB,24,1440 GiB,€4.6795 hourly,€3.8952 hourly,unavailable,€0.8648 hourly,unavailable,unavailable,unavailable,unavailable
NV24ads V710 v5,NV24ads V710 v5,128 GiB,24,1536 GiB,€2.2284 hourly,€1.8272 hourly,€1.7269 hourly,€0.4118 hourly,€3.1745 hourly,€2.7734 hourly,€2.6731 hourly,€0.5867 hourly
NV24s v3,NV24s v3,224 GiB,24,1474 GiB,€2.4426 hourly,€1.9087 hourly,unavailable,€0.4514 hourly,€3.3888 hourly,€2.8549 hourly,unavailable,€0.6263 hourly
NV28ads v710 v5,NV28ads v710 v5,160 GiB,28,1536 GiB,€2.674 hourly,€2.1927 hourly,€2.0724 hourly,€0.4942 hourly,unavailable,€2.1927 hourly,€2.0724 hourly,unavailable
Standard NV32as v4,NV32as v4,112 GiB,32,700 GiB,unavailable,unavailable,unavailable,unavailable,€3.2585 hourly,€2.9238 hourly,unavailable,€0.6022 hourly
NV36adms A10 v5,NV36adms A10 v5,880 GiB,36,720 GiB,€5.0361 hourly,€4.192 hourly,€3.2231 hourly,€1.1286 hourly,€6.4554 hourly,€5.6113 hourly,€4.6424 hourly,€1.4466 hourly
NV36ads A10 v5,NV36ads A10 v5,440 GiB,36,720 GiB,€3.5654 hourly,€2.9678 hourly,€2.2819 hourly,€0.799 hourly,€4.9847 hourly,€4.3871 hourly,€3.7012 hourly,€1.1171 hourly
NV48s v3,NV48s v3,448 GiB,48,2948 GiB,€4.8852 hourly,€3.8173 hourly,unavailable,€0.9028 hourly,€6.7776 hourly,€5.7097 hourly,unavailable,€1.2525 hourly
NV4ads V710 v5,NV4ads V710 v5,16 GiB,4,256 GiB,€0.3711 hourly,€0.3043 hourly,€0.2878 hourly,€0.0686 hourly,€0.5288 hourly,€0.462 hourly,€0.4455 hourly,€0.0977 hourly
Standard NV4as v4,NV4as v4,14 GiB,4,88 GiB,unavailable,unavailable,unavailable,unavailable,€0.4071 hourly,€0.3653 hourly,unavailable,€0.0752 hourly
NV6,NV6,56 GiB,6,340 GiB,€1.1699 hourly,€0.9738 hourly,unavailable,€0.2162 hourly,unavailable,unavailable,unavailable,unavailable
NV6adsv5,NV6adsv5,55 GiB,6,180 GiB,€0.5057 hourly,€0.4209 hourly,€0.3237 hourly,€0.1133 hourly,€0.7422 hourly,€0.6575 hourly,€0.5603 hourly,€0.1663 hourly
NV72ads A10 v5,NV72ads A10 v5,880 GiB,72,1400 GiB,€7.2644 hourly,€6.0469 hourly,€4.6492 hourly,€1.628 hourly,€10.103 hourly,€8.8855 hourly,€7.4878 hourly,€2.2641 hourly
NV8ads V710 v5,NV8ads v710 v5,32 GiB,8,512 GiB,€0.7431 hourly,€0.6093 hourly,€0.5757 hourly,€0.1373 hourly,€1.0585 hourly,€0.9247 hourly,€0.8911 hourly,€0.1956 hourly
Standard NV8as v4,NV8as v4,28 GiB,8,176 GiB,unavailable,unavailable,unavailable,unavailable,€0.8142 hourly,€0.7306 hourly,unavailable,€0.1505 hourly
S192,S192,2048 GiB,192,8192 GiB,unavailable,unavailable,€10.9286 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S192m,S192m,4096 GiB,192,16384 GiB,unavailable,unavailable,€21.1569 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S192xm,S192xm,6144 GiB,192,16384 GiB,unavailable,unavailable,€31.736 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S224,S224,3072 GiB,224,6125 GiB,unavailable,unavailable,€27.5802 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S224m,S224m,6144 GiB,224,10250 GiB,unavailable,unavailable,€40.8595 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S224om,S224om,3072 GiB,224,10250 GiB,unavailable,unavailable,€31.2575 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
S224oo,S224oo,1536 GiB,224,8187 GiB,unavailable,unavailable,€28.1318 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
